Date Completed,Item Code,Item Name,Qty.,Serial Number,Asset Code,Ship From,Ship To,Justification
06 March 2017,CAB-70157,FHD-XJ1A-0100M,1, , ,Ikeja Store,"NETCOM Africa_Olam_662 Plot 5 & 6, Ibebe VIllage  Surulere",To rerun and fix up the fiber link for the Olam 662 Surulere
07 March 2017,TOL-13000,8m Foreign Treated Wooden Poles,1, , ,Ikeja Store,Ijeh Junction_Dolphin_Estate_Ikoyi,maintenance of a fallen pole at Ijeh Junction Obalende conveying our backbone cable serving the whole of dolphin estate.
07 March 2017,CAB-70167,FHD-XJ1A-0050M,1, , ,HQ Store,"Segun Alayande 14B,St. Johnsworth,Northern Foreshore Est Lekki.",for maintenance at the above stated location. we need to re-run a 50m drop cable to restore service
07 March 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store,"Segun Alayande 14B,St. Johnsworth,Northern Foreshore Est Lekki.",for maintenance at the above stated location. we need to re-run a 50m drop cable to restore service
07 March 2017,TOL-17090,FPS-MPP1JJJ,1, , ,HQ Store,"Radisson Blu Hotels .247, Ozumba Mbadiwe Road, VI.",We're installing this 1x8 splitter in Eko Court cabinet.
09 March 2017,CAB-70165,FHD-XJ1A-0075M,1, , ,HQ Store,Galaxy Ngr Natural Medicine Dev. Agency.,For maintenance on Galaxy's link that is down
07 March 2017,TOL-17049,ONT,1,CIGGB0905062, ,HQ Store,"Radisson Blu Hotels .247, Ozumba Mbadiwe Road, VI.",This would be used for the activation of the 2mbps Netcom Link at this location.
07 March 2017,CAB-005111,8m SC-SC Single mode patch cord,1, , ,HQ Store,HQ,For the activation of the splitter at Eko Court cabinet VI.
08 March 2017,CAB-70120,OCJ-S2-10MASCA-S2,1, , ,Ikeja Store,HQ,This is for the activation of the splitter in Eko court cabinet.
08 March 2017,TOL-18001,FDSC-SHTH-REP-24,2, , ,Ikeja Store,"Flour Mills of Nigeria PLC -  Apapa, Lagos, Nigeria",To use and run the aerial cable along Warf road to restore fiber link for Flour Mill in Apapa
08 March 2017,INS-80230,Face plate,4, , ,Port Harcourt Store,TRANS-AMADI BST,Activation Purpose at Frandrick International Limited
09 March 2017,CAB-005111,8m SC-SC Single mode patch cord,2, , ,HQ Store,VI-HQ BST,For Secondary link between the BRAS and HQ_P router
09 March 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store,Tony Igbanoola.    Block A Apt 704 Safe Court Estate,fibre cut at two points inside the customer's premises. 
09 March 2017,INS-005101,Fibre Heat Shrink,2, , ,HQ Store,"Bishop Abayode Cole, Victoria Island Lagos",For maintenance in VI
09 March 2017,INS-80115,Tie wrap(small),2, , ,HQ Store,"Bishop Abayode Cole, Victoria Island Lagos",For maintenance in VI
09 March 2017,TOL-171092,FHD-XJ1A-0150M,1, , ,Ikeja Store,Ugwor Stephen.18 Alade Odunewu Street Parkview Estate Ikoyi,maintenance for Ugwor Stephen 18 Alade Odunewu Street Parkview Estate Ikoyi
09 March 2017,CAB-70160,FHD-XJ1A-0300M,1, , ,Ikeja Store,Sujimoto Construction LTD 14B Milverton Lagos,Maintenance work for drop cable Re-run at Sujimoto Construction LTD 
10 March 2017,CAB-70130,OCJ-S2-02MASCA-S2,1, , ,Port Harcourt Store,Extension Integrated Services Ltd. Port Harcourt,Activation of new customer
10 March 2017,CAB-70131,OC-ADK-S2-S2-NNC2,2, , ,Port Harcourt Store,Extension Integrated Services Ltd. Port Harcourt,Activation of new customer
10 March 2017,INS-80230,Face plate,2, , ,Port Harcourt Store,Extension Integrated Services Ltd. Port Harcourt,Activation of new customer
10 March 2017,TOL-17228,Hardened Drop cable 75m,1, , ,Port Harcourt Store,Extension Integrated Services Ltd. Port Harcourt,Activation of new customer
10 March 2017,TOL-1788,Pigtails,1, , ,Port Harcourt Store,Extension Integrated Services Ltd. Port Harcourt,Activation of new customer
09 March 2017,CAB-70130,OCJ-S2-02MASCA-S2,1, , ,Ikeja Store,Ikeja GRA,For patching inside ikeja NOC to power up ipNX - Cyberspace V.I link.
10 March 2017,CAB-070155,12 core fiber optic cable-Foreign,120, , ,Ikeja Store,"Amplify Digital Agency 3rd Floor Suite 305, 56 Opebi  Lagos","MST Cable was cut by a truck at All Lines Exposures & Integrated Services Oluwarinde Sanmi 5th Floor 56 Opebi Road,Suite 504 Salvation Bustop"
10 March 2017,TOL-17112,OFDR-I-01-8U,1, , ,Ikeja Store,"Amplify Digital Agency 3rd Floor Suite 305, 56 Opebi  Lagos","MST Cable was cut by a truck at All Lines Exposures & Integrated Services Oluwarinde Sanmi 5th Floor 56 Opebi Road,Suite 504 Salvation Bustop"
14 March 2017,CAB-70053,24 Core Fibre Optic Cable-Local,2036, , ,UPS Warehouse,FIBRE CIRCUIT FOR CYBERSPACE ERIC MOORE SURULERE,FTTH Deployment to Ipnx Circuit for Cyberspace Eric Moore Surulere to Marina Fibre
14 March 2017,CAB-70120,OCJ-S2-10MASCA-S2,1, , ,HQ Store,HQ,"This would be used to patch the connection at DC 1 to the ODF to power up a slpitter in Turnbull Cabinet, Onikoyi Mojisola "
14 March 2017,CAB-70157,FHD-XJ1A-0100M,1, , ,Ikeja Store,"Segun Oshin 3, Shell Trustee Close, Abacha Estate ikoyi Lagos",Maintenance for Drop Cable Re-run at (Segun Oshin) 3 Shell trustee Close Abacha Estate ikoyi 
14 March 2017,INS-80119,GP-Y (FTTH Wall Box),3, , ,HQ Store,"Internet Solution HQ  3B Ligali Ayorinde Street, V.I","For maintenance at Internet Solutions, VI"
14 March 2017,CAB-70157,FHD-XJ1A-0100M,1, , ,HQ Store,Dolphin Telecom Saka Tinubu VI.,This is been used to restore service to the customer at this location. The material was signed out on behalf of Sunny on 02=02-2017
14 March 2017,INS-005101,Fibre Heat Shrink,1, , ,HQ Store,Dolphin Telecom Saka Tinubu VI.,This is been used to restore service to the customer at this location. The material was signed out on behalf of Sunny on 02=02-2017
14 March 2017,INS-80115,Tie wrap(small),1, , ,HQ Store,Dolphin Telecom Saka Tinubu VI.,This is been used to restore service to the customer at this location. The material was signed out on behalf of Sunny on 02=02-2017
14 March 2017,TOL-17090,FPS-MPP1JJJ,1, , ,Ikeja Store,Cooper Cabinet .Cooper road Ikoyi,To power up MST at 1 Cooper road Ikoyi
14 March 2017,CAB-70053,24 Core Fibre Optic Cable-Local,320, , ,UPS Warehouse,IDOWU MARTINS VICTORIA ISLAND,"For maintenance between junction of Idowu Martins to Junction of Musa Yaradua Street, VI"
14 March 2017,INS-005101,Fibre Heat Shrink,2, , ,HQ Store,IDOWU MARTINS VICTORIA ISLAND,"For maintenance between junction of Idowu Martins to Junction of Musa Yaradua Street, VI"
14 March 2017,INS-80115,Tie wrap(small),2, , ,HQ Store,IDOWU MARTINS VICTORIA ISLAND,"For maintenance between junction of Idowu Martins to Junction of Musa Yaradua Street, VI"
15 March 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,2, , ,HQ Store,IDOWU MARTINS VICTORIA ISLAND,"For maintenance between junction of Idowu Martins to Junction of Musa Yaradua Street, VI"
15 March 2017,TOL-17112,OFDR-I-01-8U,1, , ,Ikeja Store,"7A Samuel Adedoyin Street Off Liverpool Road, GRA APAPA ",To restore service to the customer.  
20 March 2017,INS-80131,Tie wraps(Big),1, , ,Port Harcourt Store,WONODI BST,maintenance
16 March 2017,CAB-70157,FHD-XJ1A-0100M,2, , ,Ikeja Store,"Panagiotis Mouchteros No.5, Osborne Road flat 2.Ikoyi Lagos","(2 Qty of 100m drop cable to be used due to unavailability of 200m cable)  for restoration of service at customer location, Panagiotis Mouchteros, 5 Osbourne Road, Flat 2, Ikoyi, Lagos "
16 March 2017,TOL-18001,FDSC-SHTH-REP-24,1, , ,Ikeja Store,"Panagiotis Mouchteros No.5, Osborne Road flat 2.Ikoyi Lagos","(2 Qty of 100m drop cable to be used due to unavailability of 200m cable)  for restoration of service at customer location, Panagiotis Mouchteros, 5 Osbourne Road, Flat 2, Ikoyi, Lagos "
17 March 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store,Jaja Adagogo  House Z 120 Road 67 VGC.,customer confirm cut on the drop cable inside his apartment. we need to re-splice and use a wall box
17 March 2017,CAB-005109,5m LC-SC Multimode Patch cord,2, , ,HQ Store,EXCELSIMO NETWORK 18b Estaport Avenue Gbagada Lagos,The cable is needed to provide a Point to Point service for the above customer from one of our closure point opposite Deeper life Church HQ.
17 March 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,150, , ,HQ Store,EXCELSIMO NETWORK 18b Estaport Avenue Gbagada Lagos,The cable is needed to provide a Point to Point service for the above customer from one of our closure point opposite Deeper life Church HQ.
17 March 2017,CAB-1717,MST-0JXX00-A0500UM,1, , ,Ikeja Store,#25 & #30 section of Alabi Street Gbagada Phase 1.,These materials are need for backbone extension project for the above section of  Alabi street Gbagada Phase 1
17 March 2017,TOL-13000,8m Foreign Treated Wooden Poles,3, , ,Ikeja Store,#25 & #30 section of Alabi Street Gbagada Phase 1.,These materials are need for backbone extension project for the above section of  Alabi street Gbagada Phase 1
17 March 2017,TOL-171074,FHD-ACC-CLAMP910,7, , ,Ikeja Store,#25 & #30 section of Alabi Street Gbagada Phase 1.,These materials are need for backbone extension project for the above section of  Alabi street Gbagada Phase 1
23 March 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store,"Chris Nwalor. 5b platinium Close, Treasure Garden, Lekki",Using of wall box to bring up link for Chris Nwalor 5b platinium close treasure gardens
17 March 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,"FAAN HQ murtala mohammed Airport, Ikeja lagos",To be use for cut-over from  wimax to ubiquiti radio
17 March 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store,"Obinna Nwabineli  Plot 1676, Oladele Olashore Street.",For maintenance at location above. The port 8 on the MST is bad and we need to power up a customer on that port.
17 March 2017,TOL-17236,MST-0JXX00-A0010UM,1, , ,HQ Store,"Obinna Nwabineli  Plot 1676, Oladele Olashore Street.",For maintenance at location above. The port 8 on the MST is bad and we need to power up a customer on that port.
17 March 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,320, , ,UPS Warehouse,"Dangote - Oba Akran Road, Ikeja Lagos",to restore service to the customer
17 March 2017,INS-005101,Fibre Heat Shrink,1, , ,Ikeja Store,"Dangote - Oba Akran Road, Ikeja Lagos",to restore service to the customer.
17 March 2017,TOL-17112,OFDR-I-01-8U,1, , ,Ikeja Store,"Dangote - Oba Akran Road, Ikeja Lagos",to restore service to the customer.
20 March 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,ACCESS BANK. 71 Egbeda idimu road lagos,T o be use for relocation at Access bank idimu
22 March 2017,CAB-070155,12 core fiber optic cable-Foreign,100, , ,HQ Store,CR Services Plot 319 Akin ogunlewe Str. Off Ligali.,For maintenance at location above
20 March 2017,TOL-17049,ONT,1,CIGGB0905062, ,HQ Store,Greenwich Trust  1698A Oyin Jolayemi Street VI.,For maintenance at Greenwich Trust
21 March 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,200, , ,HQ Store,"Biquillon Pamela 21a, Idowu Martins street.","For maintenance at Pamella's place. We don't have a 200m drop cable, hence the need for 4 core cable. The drop cable was signed out for use of the head"
21 March 2017,CAB-70167,FHD-XJ1A-0050M,1, , ,HQ Store,"Biquillon Pamela 21a, Idowu Martins street.","For maintenance at Pamella's place. We don't have a 200m drop cable, hence the need for 4 core cable. The drop cable was signed out for use of the head"
23 March 2017,TOL-13000,8m Foreign Treated Wooden Poles,3, , ,Ikeja Store,BB EXT.FOR SECTN.(25 & 30) ALABI STR.GBAGADA PHASE 1,Needed for the implementation of the backbone project for the above location
23 March 2017,TOL-171074,FHD-ACC-CLAMP910,8, , ,Ikeja Store,BB EXT.FOR SECTN.(25 & 30) ALABI STR.GBAGADA PHASE 1,Needed for the implementation of the backbone project for the above location
23 March 2017,TOL-17235,MST-0JXX00-A0350UM,1, , ,UPS Warehouse,BB EXT.FOR SECTN.(25 & 30) ALABI STR.GBAGADA PHASE 1,Needed for the implementation of the backbone project for the above location.
31 March 2017,INS-005101,Fibre Heat Shrink,2, , ,HQ Store,"Engineering close,  Victoria Island.","For cut-over at Engineering Close, VI"
31 March 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,2, , ,HQ Store,"Engineering close,  Victoria Island.","For cut-over at Engineering Close, VI"
22 March 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store,"Frank Okonta House B3 Frank Okonta Close , Lekki, UPDC Estate","fibre cut inside the customers premises, there is need to splice and a wall box will be needed"
22 March 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,"Obe, Oche. House G2 UPDC Estate Lekki.","fibre cut inside the customers premises and the MST serving this customer, there is need to splice and 2 wall box will be needed"
27 March 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store,GTB ATM  Silverbird Galleria VI.,For maintenance at GTB ATM
23 March 2017,CAB-70167,FHD-XJ1A-0050M,1, , ,HQ Store,CMC-LL TO Novartis Pharma BishopAboyade-Cole VI,For maintenance at CMC
23 March 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store,CMC-LL TO Novartis Pharma BishopAboyade-Cole VI,For maintenance at CMC
23 March 2017,INS-80001,insulation tape,1, , ,Ikeja Store,"Diamond Bank HQ, Ademola Adetokunbo, VIctoria Island Lagos",Being used for maintenance at the Diamond bank HQ.
24 March 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store,"Itoro Thomas 21B Audrey's Curve Atlantic Drive,UPDC Estate Lekki",there is need to re-run a 100m drop cable to restore service a this location. 
24 March 2017,CAB-005113,5m SC-SC Singlemode patch cord,1, , ,HQ Store,"Sunil Mohta  2, Waziri Ibrahim Street, Block 1, Flat 6  VI.",For maintenance at Sunil's place
23 March 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,1200, , ,UPS Warehouse,"Cooper cabinet to Oloto Cabinet, Ikoyi",To restore optimal optical power to Cooper cabinet.
24 March 2017,CAB-70131 ,OC-ADK-S2-S2-NNCS,1, , ,Ikeja Store,"UBA GMD's office, UBA house, Marina Lagos",For ONT relocation at UBA GMD's office.
24 March 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,Access Bank Ire Akari Estate Egbeda Lagos,For replacement.
27 March 2017,CAB-070155,12 core fiber optic cable-Foreign,100, , ,HQ Store,"Itoro Thomas 21B Audrey's Curve Atlantic Drive,UPDC Estate Lekki",for maintenance at Itoro thomas residence. Cable is damaged 
27 March 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store,"Itoro Thomas 21B Audrey's Curve Atlantic Drive,UPDC Estate Lekki",for maintenance at Itoro thomas residence. Cable is damaged 
27 March 2017,CAB-070155,12 core fiber optic cable-Foreign,100, , ,HQ Store,"Okoro, Oluchi  House G158 Road 43, VGC",for maintenance at Okoro oluchi residence. Workorder has been awarded to a contractor. they are awaiting materials.
27 March 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store,"Okoro, Oluchi  House G158 Road 43, VGC",for maintenance at Okoro oluchi residence. Workorder has been awarded to a contractor. they are awaiting materials.
27 March 2017,CAB-70053,24 Core Fibre Optic Cable-Local,1161, , ,UPS Warehouse,EVEN SIDE OF LADIPO OLUWOLE STREET IKEJA LAGOS       ,"Cable Stringing at Ladipo  Oluwole street, ikeja."
27 March 2017,TOL-171081,MST-08XX0J-A0650UM,1, , ,UPS Warehouse,EVEN SIDE OF LADIPO OLUWOLE STREET IKEJA LAGOS       ,"Cable Stringing at Ladipo  Oluwole street, ikeja."
27 March 2017,TOL-17235,MST-0JXX00-A0350UM,2, , ,UPS Warehouse,EVEN SIDE OF LADIPO OLUWOLE STREET IKEJA LAGOS       ,"Cable Stringing at Ladipo  Oluwole street, ikeja."
27 March 2017,CAB-070155,12 core fiber optic cable-Foreign,120, , ,HQ Store,"Milan Nigeria Ltd (Ugwuanyi,Uchechukwu)  243Kofo Abayomi Str. VI",For maintenance at location above
27 March 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,"Milan Nigeria Ltd (Ugwuanyi,Uchechukwu)  243Kofo Abayomi Str. VI",For maintenance at location above
27 March 2017,CAB-070155,12 core fiber optic cable-Foreign,80, , ,HQ Store,"Saraf Binay  Flat 11, 9990 Danmole Street, Victoria Island,",For maintenance at location above
27 March 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,"Saraf Binay  Flat 11, 9990 Danmole Street, Victoria Island,",For maintenance at location above
27 March 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,1600, , ,UPS Warehouse,Ikate roundabout Lekki lagos,This would be used as a preventive maintenance for the collapse of the Ikate roundabout. 2 - 800m of 96 core cable would be used at this location.
27 March 2017,CAB-70167,FHD-XJ1A-0050M,1, , ,Ikeja Store,Esotu Mike 10 Udi Street Osbourne Foreshore Estate ikoyi,Maintenance work at Esotu Mike 10 Udi Street Osbourne Foreshore Estate 
27 March 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,1600, , ,UPS Warehouse,Igbo Efon  roundabout Lekki Lagos,This would be used as a preventive maintenance for the collapse of the Igbo Efon roundabout. 2 - 800m of 96 core cable would be used at this location.
27 March 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,3000, , ,UPS Warehouse,Samuel Manuwa closure and Akinbo Savage closure V.I,Maintenance - cut-over of cable 2 and 3
27 March 2017,CAB-070155,12 core fiber optic cable-Foreign,40, , ,HQ Store,Terrakulture  Tiamiyu Savage V.I,"For maintenance at Terrakulture, VI"
27 March 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,Terrakulture  Tiamiyu Savage V.I,"For maintenance at Terrakulture, VI"
27 March 2017,INS-80115,Tie wrap(small),1, , ,HQ Store,Terrakulture  Tiamiyu Savage V.I,"For maintenance at Terrakulture, VI"
28 March 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,CR Services Plot 319 Akin ogunlewe Str. Off Ligali.,For maintenance at CR Services
28 March 2017,TOL-17235,MST-0JXX00-A0350UM,1, , ,UPS Warehouse,"Elebute Adekunle plot 12, Udi street Osborne ikoyi.",To restore service to customer location
28 March 2017,CAB-70167,FHD-XJ1A-0050M,1, , ,Ikeja Store,"Elebute Adekunle plot 12, Udi street Osborne ikoyi.",To restore service to customer location.
28 March 2017,TOL-17112,OFDR-I-01-8U,1, , ,Ikeja Store,"Elebute Adekunle plot 12, Udi street Osborne ikoyi.",To restore service to customer location.
28 March 2017,CAB-70167,FHD-XJ1A-0050M,1, , ,Ikeja Store,Adora Edeh 22b Udi Street Osborne Foreshore Estate Ikoyi,To restore service to customer location.
28 March 2017,CAB-70167,FHD-XJ1A-0050M,1, , ,Ikeja Store,Adesoji Adebowale 23 Udi Street Osborne Foreshore Estate Ikoyi,To restore service to customer location.
28 March 2017,TOL-17112,OFDR-I-01-8U,1, , ,Ikeja Store,Adesoji Adebowale 23 Udi Street Osborne Foreshore Estate Ikoyi,To restore service to customer location.
28 March 2017,CAB-70165,FHD-XJ1A-0075M,1, , ,UPS Warehouse,Grace and Mercy Associates Plt 2 Oba Akran Ikeja Lagos,"The 75m drop cable is to be used for service restoration at the customer's location ( Grace and Mercy Associates, Plt 2 ObaAkran, @AIICO Pension building) whose link has been down since Saturday."
28 March 2017,TOL-17112,OFDR-I-01-8U,1, , ,Ikeja Store,Grace and Mercy Associates Plt 2 Oba Akran Ikeja Lagos,300m drop cable is proposed to be used for service restoration for Grace and Mercy Associates but store only had 75m. The 8port closure is to be used to patch the 75m requested to the existing drop cable from the customer's location.
28 March 2017,CAB-70120,OCJ-S2-10MASCA-S2,1, , ,HQ Store,"Itoro Thomas 21B Audrey's Curve Atlantic Drive,UPDC Estate Lekki",For maintenance at Itoro thomas residence. Pig tail head is faulty.
29 March 2017,INS-80001,insulation tape,1, , ,Port Harcourt Store,TRANS-AMADI BST,"For maintenance at Wonodi, Presidential, Elitor and Trans-amadi"
28 March 2017,CAB-005109,5m LC-SC Multimode Patch cord,4, , ,HQ Store,"Diamond Bank HQ, Ademola Adetokunbo, VIctoria Island Lagos",This would be used for auto failover service connection for the Radio Backhaul and the Aggregate switch for Diamond Bank HQ at Ademola Adetokunbo VI
29 March 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,1700, , ,UPS Warehouse,High court of appeal (Igbosere) - NECOM Cabinet Marina.,Diversity and future redundancy.
29 March 2017,INS-80131,Tie wraps(Big),1, , ,Abuja Office/Store,ABUJA - HERITAGE BANK,HERITAGE BANK NASS CONNECTIVITY
01 June 2017,TOL-13000,8m Foreign Treated Wooden Poles,26, , ,Ikeja Store,Gbagada Phase 2,For the completion of some streets previously hidden in the BOM and formerly designed for underground deployment.
29 March 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,GBAGADA BST,For installation.
29 March 2017,INS-80131,Tie wraps(Big),1, , ,Abuja Office/Store,ABUJA -CBN,INTERCONNECTIVITY LINK - TIGIRIS CRESCENT MAITAMA. 
30 March 2017,CAB-070155,12 core fiber optic cable-Foreign,120, , ,HQ Store,"Louis Pasteur French School  16, Younis Bashorun Street, VI.",For maintenance at Louis Pasteur French School
30 March 2017,INS-80115,Tie wrap(small),1, , ,HQ Store,"Louis Pasteur French School  16, Younis Bashorun Street, VI.",For maintenance at Louis Pasteur French School
30 March 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,"Louis Pasteur French School  16, Younis Bashorun Street, VI.",For maintenance at Louis Pasteur French School
31 March 2017,TOL-17235,MST-0JXX00-A0350UM,1, , ,UPS Warehouse,"Engineering close,  Victoria Island.",For customers in Engineering Close. E.g NETCO
31 March 2017,INS-80131,Tie wraps(Big),2, , ,HQ Store,"Engineering close,  Victoria Island.","For cable rerun during cut-over of BB cable in Engineering Close, VI"
03 April 2017,INS-80131,Tie wraps(Big),1, , ,HQ Store,UPDC ESTATE LEKKI.,for maintenace at UPDC. There is a re-occurring outage at UPDC due to the damaged closure at the site.
03 April 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,1, , ,HQ Store,UPDC ESTATE LEKKI.,for maintenace at UPDC. There is a re-occurring outage at UPDC due to the damaged closure at the site.
03 April 2017,CAB-70167,FHD-XJ1A-0050M,1, , ,HQ Store,"NETCO Engineering close, VI.",For service restoration to NETCO
05 April 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,Lagoon Hospital Hygeia. Idejo Office VI.,For relocation.
05 April 2017,CAB-070155,12 core fiber optic cable-Foreign,100, , ,HQ Store,"Peacock Travels  44/45 Broad Street Marina,Lagos Island",For maintenance at Peacock Travels
05 April 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,"Peacock Travels  44/45 Broad Street Marina,Lagos Island",For maintenance at Peacock Travels
05 April 2017,CAB-70165,FHD-XJ1A-0075M,1, , ,HQ Store,"ISON BPO  Plt PC II, Engineering Cls, V.I",For maintenance at ISON
05 April 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,"ISON BPO  Plt PC II, Engineering Cls, V.I",For maintenance at ISON
07 April 2017,CAB-070155,12 core fiber optic cable-Foreign,300, , ,HQ Store," BCN Nig (CBN Office Marina)  CBN office, Marina","For service restoration to BCN-CBN, Marina"
07 April 2017,INS-80001,insulation tape,1, , ,Ikeja Store,Fidelity Bank  Broad Street.,Installation of SAF radio for Fidelity Bank Backup
07 April 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,Fidelity Bank  Broad Street.,Installation of SAF radio for Fidelity Bank Backup
07 April 2017,CAB-005109,5m LC-SC Multimode Patch cord,2, , ,Ikeja Store,VI-HQ BST,Materials to be used for splitting the BRAS
07 April 2017,CAB-70131 ,OC-ADK-S2-S2-NNCS,2, , ,Ikeja Store,VI-HQ BST,Materials to be used for splitting the BRAS
07 April 2017,CAB-70150,OCJ-S2-03MASCA-S2,2, , ,Ikeja Store,VI-HQ BST,Materials to be used for splitting the BRAS
11 April 2017,CAB-70130,OCJ-S2-02MASCA-S2,1, , ,Port Harcourt Store,"Libertine global services (house 8, road 315)  PHC",Activation of New job
11 April 2017,CAB-70131,OC-ADK-S2-S2-NNC2,1, , ,Port Harcourt Store,"Libertine global services (house 8, road 315)  PHC",Activation of New job
11 April 2017,INS-80230,Face plate,1, , ,Port Harcourt Store,"Libertine global services (house 8, road 315)  PHC",Activation of New job
11 April 2017,TOL-1788,Pigtails,1, , ,Port Harcourt Store,"Libertine global services (house 8, road 315)  PHC",Activation of New job
11 April 2017,CAB-70094,Hardened Drop Cables 70m,1, , ,Port Harcourt Store,"Kelvin emiowele (house 3, road 314) PHC",Activation of new Job
11 April 2017,CAB-70130,OCJ-S2-02MASCA-S2,1, , ,Port Harcourt Store,"Kelvin emiowele (house 3, road 314) PHC",Activation of new Job
11 April 2017,CAB-70131,OC-ADK-S2-S2-NNC2,1, , ,Port Harcourt Store,"Kelvin emiowele (house 3, road 314) PHC",Activation of new Job
11 April 2017,INS-80230,Face plate,1, , ,Port Harcourt Store,"Kelvin emiowele (house 3, road 314) PHC",Activation of new Job
11 April 2017,TOL-1788,Pigtails,1, , ,Port Harcourt Store,"Kelvin emiowele (house 3, road 314) PHC",Activation of new Job
07 April 2017,CAB-005109,5m LC-SC Multimode Patch cord,2, , ,HQ Store,VI-HQ BST,Materials needed to split the BRAS.
11 April 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store," Double M Sapphire Consults Ltd. F6 Goshen Beach Estate, Lekki. ",Restoration of service at customers premises.
12 April 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store, Chaanine Antoine  Flat 3 106B Ajose Adeogun Street VI.,"Service resoration at Chaanine Antoine,  Flat 3 106B Ajose Adeogun Street VI "
12 April 2017,CAB-70165,FHD-XJ1A-0075M,1, , ,HQ Store,"Epelle Anthony. Plot 177, Rd 41 VGC",Service restoration at Epelle Anthony's residence.
12 April 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store,"Epelle Anthony. Plot 177, Rd 41 VGC",Service restoration at Epelle Anthony's residence.
10 April 2017,TOL-17235,MST-0JXX00-A0350UM,1, , ,UPS Warehouse,Backbone extension into archbishop vining apartment ikeja,To power up archbishop vining apartment and its environs.
11 April 2017,CAB-70100,Hardened Drop Cables 90m,1, , ,Abuja Office/Store,"ABUJA GLORY IDEHEN,GAMES VILLAGE",Used for internet connection(Relocation)
11 April 2017,CAB-70131,OC-ADK-S2-S2-NNC2,1, , ,Abuja Office/Store,"ABUJA GLORY IDEHEN,GAMES VILLAGE",Used for internet connection(Relocation)
11 April 2017,CAB-70150,OCJ-S2-03MASCA-S2,1, , ,Abuja Office/Store,"ABUJA GLORY IDEHEN,GAMES VILLAGE",Used for internet connection(Relocation)
11 April 2017,INS-80001,insulation tape,1, , ,Abuja Office/Store,"ABUJA GLORY IDEHEN,GAMES VILLAGE",Used for internet connection(Relocation)
11 April 2017,CAB-70100,Hardened Drop Cables 90m,1, , ,Ikeja Store,"Dallas, Clyde Olumide Plot 6 Ogun str, Osbourne Foreshore Estate","Drop cable used to restore service to customer location, face plate used for splicing within the premises"
11 April 2017,INS-80230,Face plate,1, , ,Ikeja Store,"Dallas, Clyde Olumide Plot 6 Ogun str, Osbourne Foreshore Estate","Drop cable used to restore service to customer location, face plate used for splicing within the premises"
11 April 2017,CAB-70097,Hardened Drop Cables 130m,1, , ,UPS Warehouse,"Ayorinde, Olawale Flat A6, 3B Ruxton Road Ikoyi Lagos",Drop cable used to restore service to customer location.
11 April 2017,CAB-70053,24 Core Fibre Optic Cable-Local,173, , ,UPS Warehouse,BOM_CANAAN PLAZA MARWA LEKKI,To power up Canaan plaza and its environs. 
