,Job Title,Rating,Company Name,Location,Headquarters,Founded,Sector,hourly,employer_provided,min_salary,max_salary,avg_salary,job_state,is_headquarter,age,python_yn,spark_yn,aws_yn,gcp_yn,azure_yn,java_yn,tableau_yn,powerbi_yn,excel_yn,job_spec
172,Lead Data Scientist,3.8,PatientPoint,"Cincinnati, OH","Cincinnati, OH",1987,Business Services,0,0,75,125,100.0, OH,1,33,1,0,0,1,0,0,0,0,1,data scientist
174,MongoDB Data Engineer II,3.8,BlueCross BlueShield of Tennessee,"Chattanooga, TN","Chattanooga, TN",1945,Insurance,0,0,77,136,106.5, TN,1,75,0,0,0,1,0,0,1,0,1,data engineer
175,Senior Data Scientist Statistics,3.8,PNNL,"Richland, WA","Richland, WA",1965,"Oil, Gas, Energy & Utilities",0,0,74,123,98.5, WA,1,55,0,0,0,1,0,0,0,0,0,data scientist
177,Senior Data Analyst,4.8,KnowBe4,"Clearwater, FL","Clearwater, FL",2010,Business Services,0,0,44,78,61.0, FL,1,10,1,0,0,1,0,0,0,0,1,data analyst
178,Senior Spark Engineer (Data Science),4.4,KSM Consulting,"Indianapolis, IN","Indianapolis, IN",2008,Business Services,0,0,65,148,106.5, IN,1,12,1,1,1,1,1,1,0,0,0,n
179,Data Engineer,3.9,Cogo Labs,"Cambridge, MA","Cambridge, MA",2005,Information Technology,0,0,59,110,84.5, MA,1,15,1,1,0,1,0,1,0,0,0,data engineer
180,BI & Platform Analytics Manager,3.4,Church & Dwight,"Ewing, NJ","Ewing, NJ",1846,Manufacturing,0,0,85,134,109.5, NJ,1,174,1,0,0,1,0,0,1,1,1,n
181,Lead Data Scientist,3.6,MassMutual,"Boston, MA","Springfield, MA",1851,Insurance,0,0,124,204,164.0, MA,0,169,1,1,1,1,0,1,0,0,0,data scientist
182,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",3.9,Genentech,"South San Francisco, CA","South San Francisco, CA",1976,Biotech & Pharmaceuticals,0,0,131,207,169.0, CA,1,44,1,1,0,1,0,0,0,0,1,data scientist
183,Senior Data Scientist,3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",1996,Telecommunications,0,0,110,174,142.0, CA,0,24,1,1,1,1,0,0,0,0,1,data scientist
185,Pricipal Scientist Molecular and cellular biologist,3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",1781,Biotech & Pharmaceuticals,0,0,52,101,76.5, MA,0,239,0,0,0,1,0,0,0,0,1,n
187,"Data Scientist (Actuary, FSA or ASA)",3.8,Legal & General America,"Frederick, MD","Frederick, MD",1981,Insurance,0,0,81,133,107.0, MD,1,39,1,0,0,1,0,0,1,0,1,data scientist
188,Staff Data Scientist,3.5,Western Digital,"San Jose, CA","San Jose, CA",1970,Information Technology,0,0,132,211,171.5, CA,1,50,1,0,1,1,1,1,0,0,0,data scientist
190,Senior Data Scientist / Machine Learning,3.9,Health IQ,"Dallas, TX","Mountain View, CA",2013,Insurance,0,0,73,119,96.0, TX,0,7,0,0,0,1,0,0,0,0,1,machine learning
191,Data Scientist - Health Data Analytics,4.2,Nuna,"San Francisco, CA","San Francisco, CA",2010,Information Technology,0,0,110,175,142.5, CA,1,10,0,0,0,1,0,0,0,0,0,data scientist
192,Data Engineer 5 - Contract (Remote),4.2,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT","Salt Lake City, UT",-1,Non-Profit,0,0,74,140,107.0, UT,0,-1,0,0,0,1,0,0,0,0,1,data engineer
193,Senior Scientist - Neuroscience,3.5,Sunovion,"Marlborough, MA","Marlborough, MA",2010,Biotech & Pharmaceuticals,0,0,100,190,145.0, MA,1,10,1,0,0,1,0,0,0,0,1,n
194,Senior Data Analyst,2.9,National Student Clearinghouse,"Herndon, VA","Herndon, VA",1993,Education,0,0,43,80,61.5, VA,1,27,1,0,0,1,0,0,1,1,1,data analyst
197,Medical Lab Scientist,3.6,Tower Health,"West Reading, PA","Reading, PA",2017,Health Care,1,0,17,24,20.5, PA,0,3,0,0,0,1,0,0,0,0,0,n
198,"Risk and Analytics IT, Data Scientist",2.7,State of Wisconsin Investment Board,"Madison, WI","Madison, WI",1951,Finance,0,0,91,149,120.0, WI,1,69,1,0,0,1,0,0,1,0,0,data scientist
199,"Scientist, Analytical Development",4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",2013,Biotech & Pharmaceuticals,0,0,42,82,62.0, MA,1,7,0,0,0,1,0,0,0,0,0,n
200,Senior Data Scientist,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",1982,Information Technology,0,0,116,185,150.5, CA,0,38,1,1,0,1,0,1,0,0,0,data scientist
201,Analytics Manager,4.3,OneMagnify,"Dearborn, MI","Detroit, MI",1967,Business Services,0,0,59,116,87.5, MI,0,53,0,0,0,1,0,0,1,0,1,n
202,Data Engineer,4.2,IZEA,"Winter Park, FL","Winter Park, FL",2006,Business Services,0,0,48,95,71.5, FL,1,14,1,1,1,1,0,1,0,0,1,data engineer
203,Digital Marketing & ECommerce Data Analyst,3.6,Vionic Group,"San Rafael, CA","San Rafael, CA",2006,Retail,0,0,31,72,51.5, CA,1,14,0,0,0,1,0,0,0,0,1,data analyst
204,Sr. Scientist - Digital & Image Analysis/Computational Pathology,3.7,Takeda Pharmaceuticals,"San Diego, CA","OSAKA, Japan",1781,Biotech & Pharmaceuticals,0,0,105,198,151.5, CA,0,239,0,0,0,1,0,0,0,0,1,n
205,Senior Data Analyst,2.8,Dodge Data & Analytics,"Hamilton, NJ","Hamilton, NJ",2014,Information Technology,0,0,55,100,77.5, NJ,1,6,1,0,0,1,0,0,1,0,1,data analyst
206,Principal Scientist - Immunologist,3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",1781,Biotech & Pharmaceuticals,0,0,98,182,140.0, MA,0,239,0,0,0,1,0,0,0,0,1,n
207,Senior Data Scientist,3.3,Plymouth Rock Assurance,"Woodbridge, NJ","Boston, MA",1982,Insurance,0,0,73,124,98.5, NJ,0,38,0,0,0,1,0,0,0,0,1,data scientist
208,Principal Data Scientist with over 10 years experience,-1.0,CA-One Tech Cloud,"San Francisco, CA","Fremont, CA",2017,Information Technology,0,1,200,250,225.0, CA,0,3,1,0,1,1,0,0,1,0,1,data scientist
209,MED TECH/LAB SCIENTIST - LABORATORY,3.6,Beebe Healthcare,"Lewes, DE","Lewes, DE",1935,Health Care,1,0,21,34,27.5, DE,1,85,0,0,0,1,0,0,0,0,0,n
210,"Sr. Scientist, Quantitative Translational Sciences",3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",1781,Biotech & Pharmaceuticals,0,0,117,206,161.5, MA,0,239,0,0,0,1,0,0,0,0,0,n
211,Sr. Data Scientist II,3.4,Argo Group US,"New York, NY","Hamilton, Bermuda",1948,Insurance,0,0,111,183,147.0, NY,0,72,1,1,1,1,0,0,0,0,0,data scientist
212,Excel / VBA / SQL Data Analyst,4.1,Associated Electric Cooperative,"Springfield, MO","Springfield, MO",1961,"Oil, Gas, Energy & Utilities",0,0,44,78,61.0, MO,1,59,0,0,0,1,0,0,0,0,1,data analyst
213,Machine Learning Research Scientist,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",1984,Education,0,0,81,159,120.0, PA,1,36,1,0,0,1,0,0,0,0,0,machine learning
215,"VP, Data Science",3.2,PennyMac,"Phoenix, AZ","Westlake Village, CA",2008,Finance,0,0,83,166,124.5, AZ,0,12,1,0,0,1,0,0,0,0,1,n
216,Senior Data Scientist,3.9,Zest AI,"Burbank, CA","Burbank, CA",2009,Finance,0,0,114,182,148.0, CA,1,11,1,0,0,1,0,0,0,0,0,data scientist
217,Radar Data Analyst,4.7,DECISIVE ANALYTICS Corporation,"Huntsville, AL","Arlington, VA",1996,Aerospace & Defense,0,0,42,76,59.0, AL,0,24,1,0,0,1,0,0,0,0,1,data analyst
221,PL Actuarial-Lead Data Scientist,3.7,The Hanover Insurance Group,"Worcester, MA","Worcester, MA",1852,Insurance,0,0,114,179,146.5, MA,1,168,1,0,0,1,0,0,0,0,1,data scientist
223,PV Scientist,2.9,Karyopharm Therapeutics Inc.,"Newton, MA","Newton, MA",-1,Biotech & Pharmaceuticals,0,0,60,123,91.5, MA,1,-1,0,0,0,1,0,0,0,0,1,n
224,Senior Data & Machine Learning Scientist,3.0,Tempus Labs,"Chicago, IL","Chicago, IL",2015,Biotech & Pharmaceuticals,0,0,100,166,133.0, IL,1,5,1,0,1,1,0,1,0,0,0,machine learning
225,Principal Data Scientist (Computational Chemistry),4.7,Recursion Pharmaceuticals,"Salt Lake City, UT","Salt Lake City, UT",2013,Biotech & Pharmaceuticals,0,0,108,173,140.5, UT,1,7,1,0,1,1,0,0,0,0,0,data scientist
226,Data Engineer,3.7,P2 Energy Solutions,"Lafayette, LA","Denver, CO",-1,Information Technology,0,0,48,93,70.5, LA,0,-1,0,0,0,1,0,0,0,0,1,data engineer
228,"Principal Scientist, Chemistry & Immunology",3.3,Rochester Regional Health,"Rochester, NY","Rochester, NY",2014,Health Care,0,0,54,115,84.5, NY,1,6,0,0,0,1,0,0,0,0,0,n
229,Software Engineer - Data Visualization,4.0,ClearEdge,"Annapolis Junction, MD","Annapolis Junction, MD",2002,Information Technology,0,0,60,127,93.5, MD,1,18,0,0,0,1,0,1,0,0,1,n
230,"Scientist/Senior Scientist, Autoimmune",4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",2013,Biotech & Pharmaceuticals,0,0,90,179,134.5, MA,1,7,0,0,0,1,0,0,0,0,0,n
233,Staff Machine Learning Engineer,3.9,Tapjoy,"San Francisco, CA","San Francisco, CA",2007,Information Technology,0,0,138,224,181.0, CA,1,13,1,1,0,1,0,0,0,0,0,machine learning
234,"Principal Scientist, Hematology",3.3,Rochester Regional Health,"Rochester, NY","Rochester, NY",2014,Health Care,0,0,54,115,84.5, NY,1,6,0,0,0,1,0,0,0,0,0,n
235,Lead Data Engineer,4.1,Credit Sesame,"Mountain View, CA","Mountain View, CA",2010,Information Technology,0,0,190,220,205.0, CA,1,10,1,1,1,1,0,1,0,0,0,data engineer
239,Marketing Data Analyst,3.6,San Manuel Casino,"Highland, CA","Highland, CA",1986,"Arts, Entertainment & Recreation",0,0,35,62,48.5, CA,1,34,0,0,0,1,0,0,1,0,1,data analyst
240,Medical Laboratory Scientist,4.0,Texas Health Huguley Hospital,"Burleson, TX","Arlington, TX",1977,Health Care,1,0,18,25,21.5, TX,0,43,0,0,1,1,0,0,0,0,0,n
242,R&D Specialist/ Food Scientist,2.4,Teasdale Latin Foods,"Hoopeston, IL","Flower Mound, TX",-1,Manufacturing,0,0,39,66,52.5, IL,0,-1,0,0,0,1,0,0,0,0,0,n
243,Senior Research Scientist-Machine Learning,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",1984,Education,0,0,81,167,124.0, PA,1,36,0,0,0,1,0,0,0,0,0,machine learning
245,Analytics Manager - Data Mart,3.5,Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",1996,Health Care,0,0,42,86,64.0, CA,1,24,0,0,0,1,0,0,1,0,0,n
246,Sr. Data Engineer - Contract-to-Hire (Java),3.0,Pilot Flying J Travel Centers LLC,"Knoxville, TN","Knoxville, TN",1958,Retail,0,0,69,127,98.0, TN,1,62,1,0,0,1,0,1,0,0,0,data engineer
247,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,3.6,Beebe Healthcare,"Millville, DE","Lewes, DE",1935,Health Care,1,0,21,34,27.5, DE,0,85,0,0,0,1,0,0,0,0,0,n
248,Food Scientist - Developer,3.3,Palermo's Pizza,"Milwaukee, WI","Milwaukee, WI",1964,Manufacturing,0,0,40,68,54.0, WI,1,56,0,0,0,1,0,0,0,0,0,n
250,Staff Scientist-Downstream Process Development,2.7,Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",1961,Biotech & Pharmaceuticals,0,0,49,113,81.0, MD,1,59,0,0,0,1,0,0,0,0,1,n
251,Sr. Data Engineer,3.4,Echo Global Logistics,"Chicago, IL","Chicago, IL",2005,Transportation & Logistics,0,0,75,140,107.5, IL,1,15,0,0,0,1,0,0,0,0,0,data engineer
253,Data Scientist - Quantitative,3.8,Truckstop.com,"Chicago, IL","New Plymouth, ID",1995,Transportation & Logistics,0,0,86,139,112.5, IL,0,25,1,0,1,1,0,0,0,0,1,data scientist
254,Data Scientist,3.7,Lockheed Martin,"Herndon, VA","Bethesda, MD",1995,Aerospace & Defense,0,0,66,112,89.0, VA,0,25,1,1,0,1,0,1,1,0,1,data scientist
255,Senior Research Statistician- Data Scientist,4.8,Acuity Insurance,"Sheboygan, WI","Sheboygan, WI",1925,Insurance,0,0,76,125,100.5, WI,1,95,0,0,0,1,0,0,0,0,0,data scientist
256,"Business Data Analyst, SQL",3.8,Fareportal,"New York, NY","New York, NY",2002,Travel & Tourism,0,0,44,86,65.0, NY,1,18,0,0,0,1,0,0,1,1,1,data analyst
257,Medical Technologist / Clinical Laboratory Scientist,3.4,"Veterans Affairs, Veterans Health Administration","New Orleans, LA","Washington, DC",1930,Government,1,0,15,25,20.0, LA,0,90,0,0,0,1,0,0,0,0,0,n
258,Data Scientist,4.3,Credera,"Dallas, TX","Dallas, TX",1999,Business Services,0,0,53,92,72.5, TX,1,21,1,1,1,1,1,0,1,1,1,data scientist
259,Senior Data Analyst,4.8,KnowBe4,"Clearwater, FL","Clearwater, FL",2010,Business Services,0,0,44,78,61.0, FL,1,10,1,0,0,1,0,0,0,0,1,data analyst
260,BI & Platform Analytics Manager,3.4,Church & Dwight,"Ewing, NJ","Ewing, NJ",1846,Manufacturing,0,0,85,134,109.5, NJ,1,174,1,0,0,1,0,0,1,1,1,n
262,Data Engineer,3.9,Cogo Labs,"Cambridge, MA","Cambridge, MA",2005,Information Technology,0,0,59,110,84.5, MA,1,15,1,1,0,1,0,1,0,0,0,data engineer
263,Data Scientist,3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",1992,Business Services,0,0,64,111,87.5, IL,1,28,0,0,0,1,0,0,0,0,0,data scientist
264,Data Analyst,3.1,NCSOFT,"San Mateo, CA","Seoul, South Korea",1997,Media,0,0,65,120,92.5, CA,0,23,1,0,0,1,0,0,1,0,1,data analyst
265,Associate Data Scientist/Computer Scientist,3.2,MITRE,"McLean, VA","Bedford, MA",1958,Government,0,0,60,103,81.5, VA,0,62,1,1,0,1,0,1,0,0,0,data scientist
266,Business Intelligence Analyst / Developer,4.3,"Dayton Freight Lines, Inc.","Dayton, OH","Dayton, OH",1981,Transportation & Logistics,0,0,53,105,79.0, OH,1,39,0,0,0,1,0,0,0,0,0,n
267,Lead Data Scientist,3.6,MassMutual,"Boston, MA","Springfield, MA",1851,Insurance,0,0,124,204,164.0, MA,0,169,1,1,1,1,0,1,0,0,0,data scientist
268,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",3.9,Genentech,"South San Francisco, CA","South San Francisco, CA",1976,Biotech & Pharmaceuticals,0,0,131,207,169.0, CA,1,44,1,1,0,1,0,0,0,0,1,data scientist
269,Senior Data Scientist,3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",1996,Telecommunications,0,0,110,174,142.0, CA,0,24,1,1,1,1,0,0,0,0,1,data scientist
270,Data Analyst,2.8,Community Action Partnership of San Luis Obispo,"Parlier, CA","San Luis Obispo, CA",-1,Non-Profit,0,0,33,62,47.5, CA,0,-1,0,0,0,1,0,0,0,0,1,data analyst
273,Pricipal Scientist Molecular and cellular biologist,3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",1781,Biotech & Pharmaceuticals,0,0,52,101,76.5, MA,0,239,0,0,0,1,0,0,0,0,1,n
274,Data Analyst,3.4,TrueAccord,"San Francisco, CA","San Francisco, CA",2013,Information Technology,0,0,48,90,69.0, CA,1,7,1,0,0,1,0,0,1,1,1,data analyst
275,Data Analyst,4.0,DRB Systems,"Meridian, ID","Akron, OH",1984,Information Technology,0,0,34,64,49.0, ID,0,36,1,0,0,1,0,0,1,0,1,data analyst
276,Staff Data Scientist,3.5,Western Digital,"San Jose, CA","San Jose, CA",1970,Information Technology,0,0,132,211,171.5, CA,1,50,1,0,1,1,1,1,0,0,0,data scientist
277,"Data Scientist (Actuary, FSA or ASA)",3.8,Legal & General America,"Frederick, MD","Frederick, MD",1981,Insurance,0,0,81,133,107.0, MD,1,39,1,0,0,1,0,0,1,0,1,data scientist
278,System and Data Analyst,3.7,Corcentric,"Cherry Hill, NJ","Cherry Hill, NJ",1996,Information Technology,0,0,42,76,59.0, NJ,1,24,0,0,0,1,0,0,0,0,1,data analyst
281,Data Scientist,3.5,U.Group,"Indianapolis, IN","Arlington, VA",2019,Information Technology,0,0,66,111,88.5, IN,0,1,0,0,1,1,0,0,0,0,0,data scientist
282,Data Engineer 5 - Contract (Remote),4.2,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT","Salt Lake City, UT",-1,Non-Profit,0,0,74,140,107.0, UT,0,-1,0,0,0,1,0,0,0,0,1,data engineer
284,Digital Health Data Scientist,4.0,Pfizer,"Cambridge, MA","New York, NY",1849,Biotech & Pharmaceuticals,0,0,63,110,86.5, MA,0,171,1,0,1,1,0,0,0,0,1,data scientist
285,Data Scientist,4.3,SMC 3,"Louisville, KY","Peachtree City, GA",1935,Transportation & Logistics,0,0,63,105,84.0, KY,0,85,1,0,0,1,0,0,1,0,1,data scientist
288,Data & Analytics Consultant (NYC),4.7,Systems Evolution Inc.,"New York, NY","Cincinnati, OH",1992,Business Services,0,0,91,138,114.5, NY,0,28,1,0,0,1,0,1,1,0,1,n
289,Senior Scientist - Neuroscience,3.5,Sunovion,"Marlborough, MA","Marlborough, MA",2010,Biotech & Pharmaceuticals,0,0,100,190,145.0, MA,1,10,1,0,0,1,0,0,0,0,1,n
290,Data Engineer,4.4,Eventbrite,"Nashville, TN","San Francisco, CA",2006,Information Technology,0,0,62,114,88.0, TN,0,14,1,1,1,1,0,1,0,0,1,data engineer
291,Big Data Engineer - Chicago - Future Opportunity,4.1,Centro,"Chicago, IL","Chicago, IL",2001,Information Technology,0,0,71,129,100.0, IL,1,19,1,1,1,1,0,1,0,0,0,data engineer
292,Senior Data Analyst,2.9,National Student Clearinghouse,"Herndon, VA","Herndon, VA",1993,Education,0,0,43,80,61.5, VA,1,27,1,0,0,1,0,0,1,1,1,data analyst
293,Data Scientist,2.5,comScore,"Portland, OR","Reston, VA",1999,Business Services,0,0,74,119,96.5, OR,0,21,1,1,0,1,0,0,0,0,0,data scientist
295,Survey Data Analyst,4.2,SullivanCotter,"Minneapolis, MN","Chicago, IL",1992,Business Services,0,0,55,97,76.0, MN,0,28,1,0,0,1,0,0,0,0,1,data analyst
296,Data Scientist,3.9,NPD,"Port Washington, NY","Port Washington, NY",1966,Business Services,0,0,15,16,15.5, NY,1,54,0,0,0,1,0,0,0,0,1,data scientist
299,Data Scientist,4.3,Bakery Agency,"Austin, TX","Austin, TX",2010,Business Services,0,0,61,106,83.5, TX,1,10,1,0,0,1,0,0,0,0,1,data scientist
300,"Risk and Analytics IT, Data Scientist",2.7,State of Wisconsin Investment Board,"Madison, WI","Madison, WI",1951,Finance,0,0,91,149,120.0, WI,1,69,1,0,0,1,0,0,1,0,0,data scientist
302,Data Scientist,3.9,Genentech,"South San Francisco, CA","South San Francisco, CA",1976,Biotech & Pharmaceuticals,0,0,127,199,163.0, CA,1,44,0,0,0,1,0,0,0,0,1,data scientist
305,Lead Health Data Analyst - Front End,3.4,Blue Cross & Blue Shield of Rhode Island,"Providence, RI","Providence, RI",1939,Insurance,0,0,74,126,100.0, RI,1,81,0,0,1,1,0,1,0,0,0,data analyst
306,Research Scientist,3.8,Boys Town,"Omaha, NE","Omaha, NE",1917,Non-Profit,0,0,33,72,52.5, NE,1,103,0,0,0,1,0,0,0,0,1,n
307,Medical Lab Scientist,3.6,Tower Health,"West Reading, PA","Reading, PA",2017,Health Care,1,0,17,24,20.5, PA,0,3,0,0,0,1,0,0,0,0,0,n
308,Junior Data Analyst,3.3,The HSC Health Care System,"Washington, DC","Washington, DC",1883,Health Care,0,0,37,63,50.0, DC,1,137,0,0,0,1,0,0,1,1,1,data analyst
309,SQL Data Engineer,3.4,Pro-Sphere Tek,"Austin, TX","Alexandria, VA",2006,Business Services,0,0,67,119,93.0, TX,0,14,1,0,1,1,1,0,1,0,0,data engineer
310,Data Scientist,3.0,Ameritas Life Insurance Corp,"Cincinnati, OH","Lincoln, NE",1887,Insurance,0,0,72,117,94.5, OH,0,133,1,0,0,1,0,0,0,0,0,data scientist
311,Senior Data Scientist,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",1982,Information Technology,0,0,116,185,150.5, CA,0,38,1,1,0,1,0,1,0,0,0,data scientist
312,Data Scientist,3.7,Genworth,"Raleigh, NC","Richmond, VA",2004,Insurance,0,0,78,126,102.0, NC,0,16,1,1,1,1,1,0,1,0,1,data scientist
313,"Scientist, Analytical Development",4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",2013,Biotech & Pharmaceuticals,0,0,42,82,62.0, MA,1,7,0,0,0,1,0,0,0,0,0,n
314,Analytics Manager,4.3,OneMagnify,"Dearborn, MI","Detroit, MI",1967,Business Services,0,0,59,116,87.5, MI,0,53,0,0,0,1,0,0,1,0,1,n
316,Clinical Data Scientist,4.0,Pfizer,"Groton, CT","New York, NY",1849,Biotech & Pharmaceuticals,0,0,63,105,84.0, CT,0,171,0,0,1,1,0,0,0,0,1,data scientist
317,Data Scientist,4.0,Novetta,"Herndon, VA","Mc Lean, VA",2012,Information Technology,0,0,109,177,143.0, VA,0,8,1,0,1,1,0,1,0,0,0,data scientist
318,"Sr. Data Scientist, Cyber-Security LT Contract",3.2,"Numeric, LLC","Phila, PA","Chadds Ford, PA",-1,Business Services,0,0,116,194,155.0, PA,0,-1,1,1,1,1,0,1,0,0,1,data scientist
319,Data Engineer,4.2,IZEA,"Winter Park, FL","Winter Park, FL",2006,Business Services,0,0,48,95,71.5, FL,1,14,1,1,1,1,0,1,0,0,1,data engineer
320,Data Scientist,3.9,Trace Data,"Oakland, CA","Santa Ana, CA",2000,Insurance,0,0,83,133,108.0, CA,0,20,1,1,0,1,0,0,0,0,0,data scientist
322,Sr. Scientist - Digital & Image Analysis/Computational Pathology,3.7,Takeda Pharmaceuticals,"San Diego, CA","OSAKA, Japan",1781,Biotech & Pharmaceuticals,0,0,105,198,151.5, CA,0,239,0,0,0,1,0,0,0,0,1,n
323,Digital Marketing & ECommerce Data Analyst,3.6,Vionic Group,"San Rafael, CA","San Rafael, CA",2006,Retail,0,0,31,72,51.5, CA,1,14,0,0,0,1,0,0,0,0,1,data analyst
324,Principal Scientist - Immunologist,3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",1781,Biotech & Pharmaceuticals,0,0,98,182,140.0, MA,0,239,0,0,0,1,0,0,0,0,1,n
325,Senior Data Analyst,2.8,Dodge Data & Analytics,"Hamilton, NJ","Hamilton, NJ",2014,Information Technology,0,0,55,100,77.5, NJ,1,6,1,0,0,1,0,0,1,0,1,data analyst
326,Insurance Financial Data Analyst,4.2,Clearwater Analytics,"Boise, ID","Boise, ID",2004,Finance,0,0,45,82,63.5, ID,1,16,0,0,0,1,0,0,0,0,1,data analyst
328,Data Scientist,4.0,"Tekvalley, Corp.","San Francisco, CA","Pleasanton, CA",-1,Information Technology,0,0,83,135,109.0, CA,0,-1,1,0,0,1,0,0,1,0,0,data scientist
330,Data Scientist,3.5,BWX Technologies,"Oak Ridge, TN","Lynchburg, VA",1850,Aerospace & Defense,0,0,70,122,96.0, TN,0,170,1,0,0,1,0,0,0,0,0,data scientist
331,Principal Data Scientist with over 10 years experience,-1.0,CA-One Tech Cloud,"San Francisco, CA","Fremont, CA",2017,Information Technology,0,1,200,250,225.0, CA,0,3,1,0,1,1,0,0,1,0,1,data scientist
332,Data Engineer,3.2,PennyMac,"Agoura Hills, CA","Westlake Village, CA",2008,Finance,0,0,70,132,101.0, CA,0,12,1,0,1,1,0,1,1,0,1,data engineer
333,Senior Data Scientist,3.3,Plymouth Rock Assurance,"Woodbridge, NJ","Boston, MA",1982,Insurance,0,0,73,124,98.5, NJ,0,38,0,0,0,1,0,0,0,0,1,data scientist
334,Data Engineer I - Azure,3.9,Vermeer,"Pella, IA","Pella, IA",1948,Manufacturing,0,0,54,101,77.5, IA,1,72,0,0,0,1,1,0,0,0,1,data engineer
335,"Sr. Scientist, Quantitative Translational Sciences",3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",1781,Biotech & Pharmaceuticals,0,0,117,206,161.5, MA,0,239,0,0,0,1,0,0,0,0,0,n
337,MED TECH/LAB SCIENTIST - LABORATORY,3.6,Beebe Healthcare,"Lewes, DE","Lewes, DE",1935,Health Care,1,0,21,34,27.5, DE,1,85,0,0,0,1,0,0,0,0,0,n
339,Sr. Data Scientist II,3.4,Argo Group US,"New York, NY","Hamilton, Bermuda",1948,Insurance,0,0,111,183,147.0, NY,0,72,1,1,1,1,0,0,0,0,0,data scientist
341,Data Scientist,3.5,L&T Infotech,"San Ramon, CA","Mumbai, India",1997,Information Technology,0,0,68,112,90.0, CA,0,23,1,0,0,1,0,0,1,0,1,data scientist
342,Information Security Data Analyst,4.3,OceanFirst Financial,"Red Bank, NJ","Toms River, NJ",1902,Finance,0,0,42,74,58.0, NJ,0,118,0,0,1,1,0,0,0,0,0,data analyst
344,Excel / VBA / SQL Data Analyst,4.1,Associated Electric Cooperative,"Springfield, MO","Springfield, MO",1961,"Oil, Gas, Energy & Utilities",0,0,44,78,61.0, MO,1,59,0,0,0,1,0,0,0,0,1,data analyst
346,Machine Learning Research Scientist,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",1984,Education,0,0,81,159,120.0, PA,1,36,1,0,0,1,0,0,0,0,0,machine learning
347,Data Scientist,3.6,Sotheby's,"New York, NY","New York, NY",1744,Retail,0,0,95,161,128.0, NY,1,276,1,0,0,1,0,1,0,0,0,data scientist
348,Data Scientist,3.5,First Tech Federal Credit Union,"Hillsboro, OR","San Jose, CA",1952,Finance,0,0,75,124,99.5, OR,0,68,1,1,1,1,0,0,1,0,1,data scientist
349,Data Scientist,3.6,Amrock,"Detroit, MI","Detroit, MI",1997,Real Estate,0,0,72,120,96.0, MI,1,23,1,0,0,1,0,1,0,0,0,data scientist
350,Data Scientist,2.3,Vanda Pharmaceuticals,"Washington, DC","Washington, DC",2003,Biotech & Pharmaceuticals,0,0,76,126,101.0, DC,1,17,1,0,0,1,0,0,1,0,1,data scientist
351,Senior Data Scientist,3.9,Zest AI,"Burbank, CA","Burbank, CA",2009,Finance,0,0,114,182,148.0, CA,1,11,1,0,0,1,0,0,0,0,0,data scientist
352,"Data Scientist, Senior",4.0,Novetta,"Fort Belvoir, VA","Mc Lean, VA",2012,Information Technology,0,0,108,176,142.0, VA,0,8,1,0,1,1,0,0,0,0,0,data scientist
353,Senior Data Scientist,4.1,CK-12 Foundation,"Palo Alto, CA","Palo Alto, CA",2007,Education,0,0,130,208,169.0, CA,1,13,0,0,1,1,0,0,1,0,1,data scientist
354,"VP, Data Science",3.2,PennyMac,"Phoenix, AZ","Westlake Village, CA",2008,Finance,0,0,83,166,124.5, AZ,0,12,1,0,0,1,0,0,0,0,1,n
355,Radar Data Analyst,4.7,DECISIVE ANALYTICS Corporation,"Huntsville, AL","Arlington, VA",1996,Aerospace & Defense,0,0,42,76,59.0, AL,0,24,1,0,0,1,0,0,0,0,1,data analyst
356,CONSULTANT– DATA ANALYTICS GROUP,4.2,Opinion Dynamics,"San Diego, CA","Waltham, MA",1987,Business Services,0,0,37,68,52.5, CA,0,33,1,0,0,1,0,1,0,0,0,n
